index,Question,Segment Type,Segment Description,Answer,Count,Percentage
1174,What social platform has influenced your online shopping most?,University,Texas A&M University,Instagram,6,0.429
1175,What social platform has influenced your online shopping most?,University,Texas A&M University,Snapchat,2,0.143
1176,What social platform has influenced your online shopping most?,University,Texas A&M University,Twitter,1,0.071
1177,What social platform has influenced your online shopping most?,University,Texas A&M University,None,4,0.286
1178,What social platform has influenced your online shopping most?,University,Johns Hopkins University,Facebook,3,0.333
1179,What social platform has influenced your online shopping most?,University,Johns Hopkins University,Instagram,1,0.111
1180,What social platform has influenced your online shopping most?,University,Johns Hopkins University,Snapchat,0,0.0
1181,What social platform has influenced your online shopping most?,University,Johns Hopkins University,Twitter,1,0.111
1182,What social platform has influenced your online shopping most?,University,Johns Hopkins University,None,4,0.444
1183,What social platform has influenced your online shopping most?,University,University of Wisconsin-Madison,Facebook,19,0.232
1184,What social platform has influenced your online shopping most?,University,University of Wisconsin-Madison,Instagram,25,0.305
1185,What social platform has influenced your online shopping most?,University,University of Wisconsin-Madison,Snapchat,1,0.012
1186,What social platform has influenced your online shopping most?,University,University of Wisconsin-Madison,Twitter,8,0.098
1187,What social platform has influenced your online shopping most?,University,University of Wisconsin-Madison,None,29,0.354
1188,What social platform has influenced your online shopping most?,University,Dartmouth College,Facebook,4,0.267
1189,What social platform has influenced your online shopping most?,University,Dartmouth College,Instagram,1,0.067
1190,What social platform has influenced your online shopping most?,University,Dartmouth College,Snapchat,0,0.0
1191,What social platform has influenced your online shopping most?,University,Dartmouth College,Twitter,1,0.067
1192,What social platform has influenced your online shopping most?,University,Dartmouth College,None,9,0.6
1193,What social platform has influenced your online shopping most?,University,Purdue University,Facebook,1,0.077
1194,What social platform has influenced your online shopping most?,University,Purdue University,Instagram,2,0.154
1195,What social platform has influenced your online shopping most?,University,Purdue University,Snapchat,0,0.0
1196,What social platform has influenced your online shopping most?,University,Purdue University,Twitter,1,0.077
1197,What social platform has influenced your online shopping most?,University,Purdue University,None,9,0.692
1198,What social platform has influenced your online shopping most?,University,Miami University (Ohio),Facebook,0,0.0
1199,What social platform has influenced your online shopping most?,University,Miami University (Ohio),Instagram,0,0.0
1200,What social platform has influenced your online shopping most?,University,Miami University (Ohio),Snapchat,0,0.0
1201,What social platform has influenced your online shopping most?,University,Miami University (Ohio),Twitter,0,0.0
